the_geom,physicalid,l_low_hn,l_high_hn,r_low_hn,r_high_hn,l_zip,r_zip,status,bike_lane,trafdir,rw_type,pre_type,post_type,objectid,fcc,left_side_block_face_id,right_side_block_face_id,average_travel_time,roadway_jurisdiction,nominaldir,accessible,nonped,borough_code,borough_indicator,segloc_status,san_district_inc,left_side_subset,right_side_subset,continuous_parity_flag,twisted_parity_flag,posted_speed,segment_length,street_width,street_width_irr,special_disaster,fire_lane,created_date,modified_date,within_bndy_dist,truck_route_type,collection_method,from_level_code,to_level_code,b5sc,snow_priority,joinid,bphys_id,cartography_display_level,number_travel_lanes,number_park_lanes,number_total_lane,pre_modifier,pre_directional,post_directional,post_modifier,full_street_name,bike_traffic_direction,shape__length,globalid,segment_type,segment_type_value,street_name,street_name_label,geometry
"MULTILINESTRING ((-74.015208395234 40.709842036756, -74.015184687452 40.709919534387, -74.0151805387 40.710121693355), (-74.0151805387 40.710121693355, -74.015179816114 40.710161846262, -74.015174922075 40.710201829842, -74.015165887252 40.710241393546, -74.01515276826 40.710280289456, -74.015135647305 40.710318273838), (-74.015135647305 40.710318273838, -74.01503735339 40.710635374885), (-74.01503735339 40.710635374885, -74.015020066741 40.710692942984, -74.014995751876 40.71074902128, -74.014964623707 40.710803114116), (-74.014964623707 40.710803114116, -74.014946106851 40.7108408266, -74.014928474066 40.710878783626, -74.014911730925 40.710916973196))",147.479,,,,,10281.0,10281.0,2,1.0,NV,6,,,104.817,,0,0,,,,,,1,,,,,,,N,,,0.0,,,,2011 May 18 04:29:31 PM,2025 Aug 05 10:46:54 AM,,,,13,13,100244,,,,,0.0,0.0,0.0,,,,,HUDSON RIVER GREENWAY,TW,"162,42832985567",3a43c5cf-dffd-46bc-9cef-d61e8012d5be,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,"MULTILINESTRING ((-74.015208 40.709842, -74.015185 40.70992, -74.015181 40.710122), (-74.015181 40.710122, -74.01518 40.710162, -74.015175 40.710202, -74.015166 40.710241, -74.015153 40.71028, -74.015136 40.710318), (-74.015136 40.710318, -74.015037 40.710635), (-74.015037 40.710635, -74.01502 40.710693, -74.014996 40.710749, -74.014965 40.710803), (-74.014965 40.710803, -74.014946 40.710841, -74.014928 40.710879, -74.014912 40.710917))"
"MULTILINESTRING ((-74.014714754133 40.710855396677, -74.01464918992 40.711099153698))",147.478,,,,,10280.0,10280.0,2,,TF,2,,ST,126.578,,212.260.587,212.261.939,,,,,,1,,,,1A,1A,,N,30.0,"239,9514248",26.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 05 10:46:54 AM,,3.0,,13,13,111115,C,,,30.0,2.0,0.0,2.0,,,,,WEST ST,,"36,53404542059",b955ff21-901f-40a3-8235-6288f882faf3,,,WEST,WEST ST,"MULTILINESTRING ((-74.014715 40.710855, -74.014649 40.711099))"
"MULTILINESTRING ((-74.015413436798 40.709120257959, -74.015208395234 40.709842036756))",147.404,,,,,10280.0,10280.0,2,1.0,NV,6,,,104.792,,,,,,,,,1,,,,,,,N,,,,,,,2011 May 18 04:29:25 PM,2025 Aug 04 03:44:10 PM,,,,13,13,100244,,,,,,,,,,,,HUDSON RIVER GREENWAY,TW,"108,42608780514",2965c294-d5ae-4375-8564-c3d933190922,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,"MULTILINESTRING ((-74.015413 40.70912, -74.015208 40.709842))"
"MULTILINESTRING ((-74.004194266198 40.711679171652, -74.004079491185 40.711636441981, -74.003976264855 40.711595581064), (-74.003976264855 40.711595581064, -74.0039249989 40.711570283489, -74.003874677197 40.711543910928, -74.003825338663 40.711516483774), (-74.003825338663 40.711516483774, -74.003646866851 40.711421158987))",196.083,,,,,10038.0,10038.0,2,,FT,3,,BRG,121.542,,212.260.084,212.262.198,,,,,V,1,,X,,,,,N,30.0,"124,62656233",20.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 08 01:45:43 PM,,,,17,17,197780,V,,,,1.0,0.0,1.0,,,,,BROOKLYN BRG,,"71,93332236091",7739251a-1550-4a2d-bd4c-4156e2ac0675,,,BROOKLYN,BROOKLYN BRG,"MULTILINESTRING ((-74.004194 40.711679, -74.004079 40.711636, -74.003976 40.711596), (-74.003976 40.711596, -74.003925 40.71157, -74.003875 40.711544, -74.003825 40.711516), (-74.003825 40.711516, -74.003647 40.711421))"
"MULTILINESTRING ((-74.003931214253 40.711872182788, -74.004093638944 40.7120362633, -74.004128315928 40.712103729545, -74.004146851833 40.712155859598), (-74.004146851833 40.712155859598, -74.004151010108 40.712178876559, -74.004152458468 40.71220208383, -74.004151185405 40.712225297042, -74.004147201035 40.712248331782, -74.00414053701 40.712271005051, -74.004131246272 40.712293136726, -74.00411940263 40.712314550984, -74.004105100175 40.712335077703, -74.004088452531 40.71235455381, -74.004069591954 40.712372824583, -74.004048668279 40.71238974487), (-74.004048668279 40.71238974487, -74.003987636722 40.712419561615, -74.00395348314 40.712431682032), (-74.00395348314 40.712431682032, -74.003925747916 40.712439445392, -74.003897233383 40.712445352012, -74.003868153771 40.712449357517, -74.003838727556 40.712451431812, -74.003809175819 40.712451559315, -74.003779720582 40.712449739067, -74.003750583144 40.712445984743), (-74.003750583144 40.712445984743, -74.003696180679 40.712435951636), (-74.003696180679 40.712435951636, -74.003673988713 40.712426883396, -74.00365289378 40.712416408248, -74.003633049544 40.712404602499, -74.003614600561 40.712391552145, -74.003597681221 40.712377352251, -74.003582414772 40.712362106255, -74.003568912422 40.712345925214, -74.003557272528 40.712328926998, -74.00354757988 40.712311235429, -74.003539905085 40.71229297938, -74.003534304048 40.712274291836, -74.00353081757 40.712255308925, -74.003529471048 40.712236168927, -74.003530274292 40.712217011267, -74.003533221449 40.712197975497, -74.003538291051 40.712179200283, -74.00354544617 40.712160822392, -74.003554634683 40.712142975698, -74.003565789658 40.712125790204, -74.003578829836 40.712109391098), (-74.003578829836 40.712109391098, -74.003616227512 40.712078083395, -74.003655931277 40.712048465477, -74.003697809494 40.712020635545), (-74.003697809494 40.712020635545, -74.003754950885 40.711976555494, -74.003826950162 40.711902462624))",182.192,,,,,10038.0,10038.0,2,,FT,9,,,115.101,,212.260.055,212.262.495,,,,,V,1,,,,,,,N,,"131,00921645",20.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 08 02:07:41 PM,,,,17,13,197070,V,,,,2.0,0.0,2.0,,,,,BROOKLYN BRIDGE EXIT RAMP,,"225,18235486183",8390e1dc-3311-4014-ab53-182eab255c7b,,,BROOKLYN BRIDGE EXIT RAMP,BROOKLYN BRIDGE EXIT RAMP,"MULTILINESTRING ((-74.003931 40.711872, -74.004094 40.712036, -74.004128 40.712104, -74.004147 40.712156), (-74.004147 40.712156, -74.004151 40.712179, -74.004152 40.712202, -74.004151 40.712225, -74.004147 40.712248, -74.004141 40.712271, -74.004131 40.712293, -74.004119 40.712315, -74.004105 40.712335, -74.004088 40.712355, -74.00407 40.712373, -74.004049 40.71239), (-74.004049 40.71239, -74.003988 40.71242, -74.003953 40.712432), (-74.003953 40.712432, -74.003926 40.712439, -74.003897 40.712445, -74.003868 40.712449, -74.003839 40.712451, -74.003809 40.712452, -74.00378 40.71245, -74.003751 40.712446), (-74.003751 40.712446, -74.003696 40.712436), (-74.003696 40.712436, -74.003674 40.712427, -74.003653 40.712416, -74.003633 40.712405, -74.003615 40.712392, -74.003598 40.712377, -74.003582 40.712362, -74.003569 40.712346, -74.003557 40.712329, -74.003548 40.712311, -74.00354 40.712293, -74.003534 40.712274, -74.003531 40.712255, -74.003529 40.712236, -74.00353 40.712217, -74.003533 40.712198, -74.003538 40.712179, -74.003545 40.712161, -74.003555 40.712143, -74.003566 40.712126, -74.003579 40.712109), (-74.003579 40.712109, -74.003616 40.712078, -74.003656 40.712048, -74.003698 40.712021), (-74.003698 40.712021, -74.003755 40.711977, -74.003827 40.711902))"
"MULTILINESTRING ((-74.000018350331 40.707829194802, -73.999957939316 40.707863141485, -73.999515907384 40.708111531242))",1.637,,,,,10038.0,10038.0,2,,TF,2,,DR,127.539,,212.260.069,212.262.080,,,,,V,1,,,,1B,1B,,N,40.0,"173,16392014",22.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:04:07 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"69,62328547955",3b5e8be8-631e-4150-a1f2-a1faeb421830,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.000018 40.707829, -73.999958 40.707863, -73.999516 40.708112))"
"MULTILINESTRING ((-73.991800847247 40.709619398635, -73.991731149759 40.709629662893))",132.044,,,,,10002.0,10002.0,2,,FT,2,,DR,128.898,,212.260.113,212.260.028,,,,,V,1,,,,,,,N,40.0,"578,04203957",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 03:15:32 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"7,90375669083",8bb7b193-962c-47a4-aa40-dd8556bcd938,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.991801 40.709619, -73.991731 40.70963))"
"MULTILINESTRING ((-73.992183234138 40.709679834147, -73.992133690602 40.709687347043))",132.017,,,,,10038.0,10038.0,2,,TF,2,,DR,129.51,,212.260.130,212.262.080,,,,,V,1,,,,,,,N,40.0,"404,10144886",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 03:15:32 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"5,62443635974",5779d3a7-b4d2-46fe-8cae-f597c5cf3955,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.992183 40.70968, -73.992134 40.709687))"
"MULTILINESTRING ((-74.002260907814 40.706538172217, -74.001820272687 40.706771274105, -74.00138539337 40.707001328251, -74.001029968148 40.707187476901, -74.000304611043 40.707570447771, -74.000084665463 40.707686571909))",1.507,,,,,10038.0,10038.0,2,,FT,2,,DR,127.412,,212.262.176,212.262.170,,,,,V,1,,,,1B,1B,,N,40.0,"295,62783333",20.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 01:47:20 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"295,17658643134",387bf4d1-5db6-4bfe-b69d-3bca273801fe,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.002261 40.706538, -74.00182 40.706771, -74.001385 40.707001, -74.00103 40.707187, -74.000305 40.70757, -74.000085 40.707687))"
"MULTILINESTRING ((-73.999378116325 40.708188163844, -73.99885914132 40.708463618317))",176.636,,,,,10038.0,10038.0,2,,TF,2,,DR,129.323,,212.260.069,212.262.080,,,,,V,1,,,,,,,N,40.0,"193,45501862",12.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:04:07 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"70,52581439318",0712a602-4ef9-48f5-ab19-5a48ac202d47,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.999378 40.708188, -73.998859 40.708464))"
"MULTILINESTRING ((-74.006154255456 40.704077957796, -74.005244231577 40.704669135934, -74.005158417918 40.70472480524, -74.004633019235 40.705065640683))",131.684,,,,,10005.0,10005.0,2,,FT,2,,DR,130.069,,212.262.176,212.260.096,,,,,V,1,,,,1B,1B,,N,40.0,,30.0,,,,2012 Aug 09 03:12:15 PM,2025 Aug 15 01:47:20 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"222,96243643875",656242eb-e57c-476f-a71d-6464cdc3c082,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.006154 40.704078, -74.005244 40.704669, -74.005158 40.704725, -74.004633 40.705066))"
"MULTILINESTRING ((-73.999444112706 40.70814479577, -73.999378116325 40.708188163844))",133.61,,,,,10038.0,10038.0,2,,TF,2,,DR,129.806,,212.260.069,212.262.080,,,,,V,1,,,,,,,N,40.0,"24,17526273",22.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:04:07 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"9,72284202344",0f47306e-d2b1-43d9-96e6-7e0a22e3f766,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.999444 40.708145, -73.999378 40.708188))"
"MULTILINESTRING ((-74.009382578293 40.702204369689, -74.009250582464 40.702280465379, -74.009085782108 40.702375472645, -74.008967892433 40.702450791579, -74.008892489216 40.702497281712, -74.007856131962 40.703116026932))",1.64,,,,,10004.0,10004.0,2,,TF,2,,DR,127.94,,212.260.131,212.262.080,,,,,V,1,,,,1B,1B,,N,40.0,"365,22238619",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 12:10:42 PM,,,,13,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"216,33666299821",70217c41-1ecf-4980-bb48-a8e79c194b1e,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.009383 40.702204, -74.009251 40.70228, -74.009086 40.702375, -74.008968 40.702451, -74.008892 40.702497, -74.007856 40.703116))"
"MULTILINESTRING ((-73.999425357088 40.708036202938, -73.999363254095 40.708080525592))",1.505,,,,,10038.0,10038.0,2,,FT,2,,DR,129.8,,212.262.176,212.262.170,,,,,V,1,,,,,,,N,40.0,"23,6055127",14.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:04:07 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"9,49517261217",39f3d128-da46-457d-834f-33298467a9e2,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.999425 40.708036, -73.999363 40.708081))"
"MULTILINESTRING ((-74.011115876616 40.701620614417, -74.010955638065 40.701660870163, -74.010895213788 40.701676050015, -74.009937564396 40.701911800784))",148.11,,,,,10004.0,10004.0,2,,FT,2,,DR,128.963,,1.222.607.158,1.222.607.159,,,,,V,1,,,,1B,1B,,N,40.0,"279,07660781",22.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 11:46:36 AM,,,,9,13,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"137,96233546083",25a67842-5c02-496b-87ec-d58ff6387b51,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.011116 40.701621, -74.010956 40.701661, -74.010895 40.701676, -74.009938 40.701912))"
"MULTILINESTRING ((-74.007856131962 40.703116026932, -74.007680662481 40.70322679269))",176.094,,,,,10004.0,10004.0,2,,TF,2,,DR,128.239,,212.260.131,212.262.080,,,,,V,1,,,,1B,1B,,N,40.0,"592,51154982",32.0,,,,2009 Jun 16 12:00:00 AM,2025 Aug 15 12:10:42 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"25,41833289942",18002190-08f6-449a-ab78-ba24d304c683,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.007856 40.703116, -74.007681 40.703227))"
"MULTILINESTRING ((-73.992071682074 40.709581505891, -73.991944761632 40.709597292036))",1.502,,,,,10038.0,10038.0,2,,FT,2,,DR,128.38,,212.260.113,212.260.028,,,,,V,1,,,,,,,N,40.0,"35,65435952",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 03:15:32 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"14,3176488949",d3f4ce99-d1cb-4a14-903b-daa44eae990e,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.992072 40.709582, -73.991945 40.709597))"
"MULTILINESTRING ((-73.998373914416 40.708676339398, -73.99832264425 40.708697573895, -73.998217069247 40.70874129956, -73.998001953428 40.708816209956, -73.99777995056 40.708879683078, -73.997552669393 40.708931223375, -73.997321791555 40.708970489771, -73.997089020255 40.708997328496, -73.996427309685 40.709081041082, -73.996064374082 40.709126953619))",1.634,,,,,10038.0,10038.0,2,,TF,2,,DR,127.587,,212.260.130,212.262.080,,,,,V,1,,,,,,,N,40.0,"287,97486534",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:49:12 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"267,26074483532",6d896ad2-d3ea-49e7-8f66-bc4854029786,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.998374 40.708676, -73.998323 40.708698, -73.998217 40.708741, -73.998002 40.708816, -73.99778 40.70888, -73.997553 40.708931, -73.997322 40.70897, -73.997089 40.708997, -73.996427 40.709081, -73.996064 40.709127))"
"MULTILINESTRING ((-74.006901893237 40.703620746738, -74.006672457382 40.703761057262, -74.006154255456 40.704077957796))",131.827,,,,,10004.0,10004.0,2,,FT,2,,DR,127.017,,212.262.176,212.260.096,,,,,V,1,,,,1B,1B,,N,40.0,"584,88433716",30.0,,,,2009 Jun 16 12:00:00 AM,2025 Aug 15 12:10:43 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"106,93061174525",060b5600-879e-429f-96fb-5cd5ed4ad49f,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.006902 40.703621, -74.006672 40.703761, -74.006154 40.704078))"
"MULTILINESTRING ((-73.99878434965 40.708403648885, -73.998717783403 40.708440589898, -73.99815945264 40.708670185752, -73.997891238774 40.708750966068, -73.997723624565 40.708803039343, -73.997542211789 40.708842739201, -73.997292282547 40.708880683844, -73.997069900556 40.708914444994, -73.996045759929 40.709056128229))",176.646,,,,,10038.0,10038.0,2,,FT,2,,DR,127.933,,212.262.176,212.262.170,,,,,V,1,,,,,,,N,40.0,"288,58925875",14.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:49:12 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"322,71673466082",9c5f6669-f199-4460-936f-d0e2cbd42c27,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.998784 40.708404, -73.998718 40.708441, -73.998159 40.70867, -73.997891 40.708751, -73.997724 40.708803, -73.997542 40.708843, -73.997292 40.708881, -73.99707 40.708914, -73.996046 40.709056))"
"MULTILINESTRING ((-73.992122618422 40.709574146237, -73.992071682074 40.709581505891))",132.024,,,,,10038.0,10038.0,2,,FT,2,,DR,126.919,,212.260.113,212.260.028,,,,,V,1,,,,,,,N,40.0,"417,77623104",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 03:15:32 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"5,77229489579",9dfdc486-8447-429e-a30e-938c081a08f5,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.992123 40.709574, -73.992072 40.709582))"
"MULTILINESTRING ((-74.003070869636 40.706151041615, -74.003032486717 40.706173807729, -74.003032400865 40.706173858827, -74.002324064978 40.706593984632, -74.001578630907 40.707008661437, -74.001448727313 40.707080923962, -74.001101288915 40.70726783749))",181.904,,,,,10038.0,10038.0,2,,TF,2,,DR,130.269,,212.260.131,212.262.080,,,,,V,1,,,,1B,1B,,N,40.0,"117,96773697",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 01:47:20 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"273,84688934803",90450aa9-7543-452a-8fac-959bbae06786,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.003071 40.706151, -74.003032 40.706174, -74.003032 40.706174, -74.002324 40.706594, -74.001579 40.707009, -74.001449 40.707081, -74.001101 40.707268))"
"MULTILINESTRING ((-74.004633019235 40.705065640683, -74.004557093124 40.705114894692, -74.003684847689 40.705667124938, -74.003410433059 40.705834993261, -74.002996045616 40.706088484933))",176.578,,,,,10005.0,10005.0,2,,FT,2,,DR,129.113,,212.262.176,212.260.096,,,,,V,1,,,,1B,1B,,N,40.0,"305,14115885",30.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 01:47:19 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"236,15990144248",d66e89d9-e671-48f4-acf5-5492fe63ce0e,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.004633 40.705066, -74.004557 40.705115, -74.003685 40.705667, -74.00341 40.705835, -74.002996 40.706088))"
"MULTILINESTRING ((-73.99885914132 40.708463618317, -73.998805801069 40.708491929018, -73.998373914416 40.708676339398))",176.643,,,,,10038.0,10038.0,2,,TF,2,,DR,127.702,,212.260.069,212.262.080,,,,,V,1,,,,,,,N,40.0,"137,29994622",12.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:12:01 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"62,42851925347",43cd807c-3892-4008-962b-bc7677a66f6b,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.998859 40.708464, -73.998806 40.708492, -73.998374 40.708676))"
"MULTILINESTRING ((-73.999955142645 40.707755258551, -73.999425357088 40.708036202938))",131.66,,,,,10038.0,10038.0,2,,FT,2,,DR,127.553,,212.262.176,212.262.170,,,,,V,1,,,,1B,1B,,N,40.0,"222,79784022",14.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:04:07 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"71,97387591777",7a0f1b08-1922-4954-ad57-5fbfbd4b9169,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.999955 40.707755, -73.999425 40.708036))"
"MULTILINESTRING ((-74.007798051461 40.703071752771, -74.007681640338 40.703143068055, -74.007634271958 40.703172086585))",176.095,,,,,10004.0,10004.0,2,,FT,2,,DR,126.47,,212.262.176,212.260.096,,,,,V,1,,,,1B,1B,,N,40.0,"584,88433716",30.0,,,,2009 Jun 16 12:00:00 AM,2025 Aug 15 12:10:42 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"23,44063153419",34530af2-463d-406d-a73d-60bf0eb702a9,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.007798 40.703072, -74.007682 40.703143, -74.007634 40.703172))"
"MULTILINESTRING ((-73.99179283976 40.709736569342, -73.991781661543 40.709738119343, -73.99060211345 40.7099016471, -73.990591821972 40.70990307359, -73.98977277929 40.710016613905, -73.989425242584 40.710060993265, -73.988655266391 40.710153411997, -73.986653222485 40.710393686769, -73.98656024449 40.710404843976))",132.034,,,,,10002.0,10002.0,2,,TF,2,,DR,128.224,,212.260.815,212.262.080,,,,,V,1,,,,,,,N,40.0,"103,66557568",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 03:42:23 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"590,73756264347",e69f45c0-f855-446d-a5b4-4745cb8cbb95,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.991793 40.709737, -73.991782 40.709738, -73.990602 40.709902, -73.990592 40.709903, -73.989773 40.710017, -73.989425 40.710061, -73.988655 40.710153, -73.986653 40.710394, -73.98656 40.710405))"
"MULTILINESTRING ((-73.996064374082 40.709126953619, -73.995705345697 40.709172208954, -73.994482214469 40.709344516577, -73.994166165162 40.70938903757, -73.994004322294 40.709414628567))",131.809,,,,,10038.0,10038.0,2,,TF,2,,DR,129.008,,212.260.130,212.262.080,,,,,V,1,,,,,,,N,40.0,"704,66822016",32.0,,,,2009 Jun 16 12:00:00 AM,2025 Aug 15 02:49:12 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"233,19417468813",284423ca-bd98-4008-9b2f-07dc3be6c075,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.996064 40.709127, -73.995705 40.709172, -73.994482 40.709345, -73.994166 40.709389, -73.994004 40.709415))"
"MULTILINESTRING ((-73.999297612655 40.708118805992, -73.999008368534 40.708279326994, -73.99878434965 40.708403648885))",176.637,,,,,10038.0,10038.0,2,,FT,2,,DR,129.924,,212.262.176,212.262.170,,,,,V,1,,,,,,,N,40.0,"198,9636386",14.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 02:04:07 PM,,,,17,17,120490,C,,,30.0,2.0,0.0,2.0,,,,,FRANKLIN D ROOSEVELT DR,,"70,81145990447",31a9624c-27b7-47cf-a92f-23048cad8ea8,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-73.999298 40.708119, -73.999008 40.708279, -73.998784 40.708404))"
"MULTILINESTRING ((-74.006959115584 40.703682264973, -74.006470474353 40.703990708538, -74.006220568543 40.704162422778))",131.825,,,,,10004.0,10004.0,2,,TF,2,,DR,130.006,,212.260.131,212.262.080,,,,,V,1,,,,1B,1B,,N,40.0,"592,51154982",32.0,,,,2009 Jun 16 12:00:00 AM,2025 Aug 15 12:10:43 PM,,,,17,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"108,32926959915",c93a30d6-9ec3-4a31-9106-66bf35fbfa25,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.006959 40.703682, -74.00647 40.703991, -74.006221 40.704162))"
"MULTILINESTRING ((-74.009937564396 40.701911800784, -74.009803246637 40.701949511629, -74.009743744611 40.70196621697, -74.009233075151 40.702209838982, -74.009004723162 40.702336225546, -74.008820893064 40.702429334495, -74.007798051461 40.703071752771))",1.509,,,,,10004.0,10004.0,2,,FT,2,,DR,126.399,,212.262.176,212.260.096,,,,,V,1,,,,1B,1B,,N,40.0,"57,28136587",32.0,,,,2007 Nov 29 12:00:00 AM,2025 Aug 15 11:46:36 AM,,,,13,17,120490,C,,,30.0,3.0,0.0,3.0,,,,,FRANKLIN D ROOSEVELT DR,,"294,12109912895",4e0c6afe-dfc1-4b79-ad2d-9dba9d7d0b62,,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT DR,"MULTILINESTRING ((-74.009938 40.701912, -74.009803 40.70195, -74.009744 40.701966, -74.009233 40.70221, -74.009005 40.702336, -74.008821 40.702429, -74.007798 40.703072))"
